COMPANY_NAME,PT_SEAFOOD_DATABASE_ID,COUNTRY_HQ,MAIN_SEGMENT,SEG_FEED,SEG_FISHING,SEG_AQUACULTURE,SEG_PROCESSING,SEG_WHOLESALE,SEG_RETAIL,SEG_FOODSERVICE,DESCRIPTION,WEBSITE,REVENUE_USD_MN,MARKET_CAP_USD_MN,EBIT_MARGIN,RETURN_ON_EQUITY,ENTERPRISE_VALUE_USD_MN,NET_DEBT_EBITDA,SUSTAINABILITY_ASSESSMENT_CAT1_TRANSPARENCY_SCORE,SUSTAINABILITY_ASSESSMENT_CAT2_OCEAN_HEALTH_SCORE,SUSTAINABILITY_ASSESSMENT_CAT3_MANAGEMENT_GOVERNANCE_SCORE,SUSTAINABILITY_ASSESSMENT_CAT4_FISHING_PRACTICES_SCORE,SUSTAINABILITY_ASSESSMENT_CAT5_COMPLIANCE_ENFORCEMENT_SCORE,SUSTAINABILITY_ASSESSMENT_CAT6_STOCK_SUSTAINABILITY_SCORE,REPORTING_PRECISION,N_DISTINCT_COUNTRIES,N_DISTINCT_SPECIES,SPECIES_CLEAN,REGIONS
RED CHAMBER,ID_198,United States of America,Processing,No,No,No,Yes,Yes,Yes,Yes,Red Chamber is a major US-based seafood company specializing in the import and processing of diverse seafood products.,redchamber.com,,,12.872603,0.267125,,0.8074265459,1,1,2,1,1,2,1,1,3,"Illex Argentinus, Merluccius Hubbsi, Pleoticus Muelleri",Argentina (Patagonia)
RONGCHENG OCEAN FISHERIES,ID_293,China,Fishing,No,Yes,No,Yes,Yes,No,No,"Rongcheng Ocean Fisheries Co., Ltd. is a large Chinese distant‑water tuna longline company based in Rongcheng, Shandong. It controls multiple longline vessels fishing for tuna across the Western and Central Pacific and other high‑seas areas.",no website,,,,,,,1,1,1,1,1,1,,3,0,,"China, Southeast Pacific Ocean, Southwest Atlantic Ocean"
RONGCHENG PUCHEN AQUATIC CO LTD,ID_199,China,Processing,No,No,No,Yes,Yes,Yes,Yes,"Rongcheng Puchen Aquatic Co., Ltd. is a China-based seafood processing company focused on the production and export of frozen seafood.",puchenaquatic.com,,,,,,,1,1,1,1,1,1,0.140505338,4,4,"Ommastrephidae, Shellfish, Squid","Argentina, China, New Zealand, Peru"
RONGCHENG RONGYUAN FISHERIES,ID_294,China,Fishing,No,Yes,No,Yes,Yes,No,No,"Rongcheng Rongyuan Fisheries Co., Ltd. is a large privately owned Chinese distant‑water fishing company based in Rongcheng, Shandong.  It is one of China’s top distant‑water operators and targets squid and tuna on the high seas using gear such as squid jiggers and tuna longlines.",no website,,,,,,,1,1,1,1,1,1,,0,0,,
RONGCHENG YONGJIN AQUATIC,ID_295,China,Fishing,No,Yes,No,Yes,No,No,No,"Rongcheng Yongjin Aquatic Co., Ltd. ranks as one of the top 20 largest Chinese distant‑water fishing and exporting companies.",http://www.sd-yongjin.com/,,,,,,,1,1,1,1,1,1,0.03128498042,4,2,Shellfish,"China, Southeast Pacific Ocean, Southeast Pacific Ocean, Southwest Atlantic Ocean, Southwest Atlantic Ocean"
ROYAL GREENLAND AS,ID_200,Greenland,Fishing,No,Yes,No,Yes,No,No,No,"Royal Greenland Seafood A/S is a provider of fresh, raw, cooked, and frozen fish and other seafood products.",http://www.royalgreenland.com,,,,,,,2,2,3,2,2,1,0.7346344896,6,5,"Chionoecetes Opilio, Gadus Morhua, Pandalus Borealis, Reinhardtius Hippoglossoides","Arctic Ocean, Canada, East Greenland, Europe, Greenland, North Atlantic Ocean"
RUSSKAYA RYBNAYA KOMPANIYA ZAO,ID_201,Russian Federation,Wholesale/Distribution,No,No,No,No,Yes,No,No,Russkaya Rybnaya Kompaniya ZAO is a Russian company focused on the catching and distribution of fish and seafood products.,http://rusfishcom.ru,,,,,,,1,1,1,0,1,1,0.09331398609,1,6,"Finfish, Herring, Mackerel, Salmon, Shrimp, Trout",Russia
SAJODAERIM CORP,ID_202,Republic of Korea,Integrated,No,Yes,No,Yes,Yes,Yes,No,"Sajo Daerim Corporation is a vertically integrated seafood company specializing in the wild catch, manufacturing, processing, and distribution of fishery products.",http://www.sajodr.com,1938.539488032,82.289331961,4.745474029,14.268079935,732.771062323,3.030640972,1,2,3,2,1,3,0.1309958015,2,5,"Cod, Crab, Pollack, Thunnus, Tuna","High Seas (Western Tropical Pacific), South Korea"
SALMAR ASA,ID_203,Norway,Aquaculture,No,No,Yes,Yes,No,No,No,The company specializes in the aquaculture of Atlantic salmon (conventional and organic) and rainbow trout.,http://www.salmar.no,2447.138986558,3116.16435679,19.990120818,15.605689802,8112.80074137,2.51470022,2,3,3,0,2,3,0.62002883,4,2,"Salmo Salar, Salmon","Asia, North America, And Europe, Iceland, Norway (Central And Northern), Scotland"
SAMHERJI LTD,ID_204,Iceland,Integrated,No,Yes,Yes,Yes,Yes,No,No,"Samherji Ltd. is a major Icelandic seafood company specializing in the wild catch, processing, and global wholesale distribution of fish, focusing primarily on cod.",samherji.is,,,,,,,2,1,2,1,2,3,0.7773906354,17,15,"Arctic Char, Capelin, Cod, Gadus Morhua, Greenland Halibut, Haddock, Herring, Mackerel, Mallotus Villosus, Prawn, Red Fish, Saithe, Salmo Salar, Salmon, Salvelinus Alpinus","Akureyri, Dalvík, Grimsby, Grindavík, Grindavík, Iceland, Iceland, Núpar, Rest Of Iceland, Reykjanes Peninsula, Iceland, Staður, United Kingdom, Vatnsleysa, Vatnsleysuströnd, Iceland, Ölfus, Iceland, Öxarfjörður, Öxarfjörður, Iceland, Öxnalækur"
SAMUELS AND SON,ID_205,United States of America,Wholesale/Distribution,No,Yes,Yes,Yes,Yes,Yes,Yes,"Samuels and Son is a family-owned seafood wholesaler and distributor based in Philadelphia, PA, providing fresh, frozen, and specialty seafood (fish, shellfish, crustaceans), along with custom processing and packaging services.",https://www.samuelsseafood.com,,,2.838831,0.136104,,0.7602867261,1,2,3,1,1,2,0.7558468638,1,81,"Abalone, Acadian Redfish, Alaska Black Cod, Alaska Halibut, Alaska Rockfish, Alaska Salmon, Amberjack, American Red Snapper, Anchovies, Atlantic Salmon, Barramundi, Black Drum, Black Sea Bass, Blue Catfish, Blue Crabs, Bluefish, Calamari, Catfish, Chilean Sea Bass, Cichlidae, Clam, Cobia, Cod, Conch, Crawfish, Croakers, Dover Sole, East Coast Halibut, Fluke Flounder, Haddock, Halibut, Hawaiian Kanpachi, Hybrid Stripped Bass, John Dory, Jonah Crab, Lake Victoria Perch, Langostinos, Lobsters, Mackerel, Madai Snapper, Mahi Mahi, Mako Shark, Merluza, Monkfish, Octopodidae, Octopus, Ora King Salmon, Oysters, Parrot Fish, Pompano Dyer Aqua, Porgies, Rainbow Trout, Red Drum, Rouget, Sardines, Scallops, Sea Robin, Sea Trout, Sea Urchin, Sheephead, Shrimp, Skate, Spanish Red Octopus, Spots, Squid, Steelhead, Steelhead (New York & Skye), Stipped Bass, Swordfish, Tilapia, Tile Fish, Turbot, Turbot, Prodemar, Wahoo, Walleye Yellow Pike, While Bass, Whiting, Wolfish, Yellow Perch",Philadelphia
SANFORD LIMITED,ID_206,New Zealand,Integrated,No,Yes,Yes,Yes,Yes,No,No,"The company is a vertically integrated seafood enterprise engaged in aquaculture, fishing, fish processing, production of marine extracts, and retail sales.",http://www.sanford.co.nz,354.305088083,110.780253853,13.514708541,2.784995903,364.405275592,1.902504055,2,2,3,2,1,3,0.7865587118,5,28,"Antarctic Toothfish, Arrow Squid, Gemfish, Ghost Shark, Greenshell Mussel, Hake, Hapuku, Jack Mackerel, John Dory, Kahawai, King Salmon, Lemon Sole, Ling, Monkfish, New Zealand Sole, Oncorhynchus Tshawytscha, Orange Roughy, Ostreidae, Perna Canaliculus, Red Cod, Scampi, Silver Warehou, Smooth Oreo, Snapper, Southern Blue Whiting, Trevally, Yellowbelly Flounder","Australia, New Zealand, New Zealand (Marlborough Sounds), New Zealand (Northland), New Zealand (Stewart Island)"
SANTA MONICA,ID_207,United States of America,Wholesale/Distribution,No,Yes,Yes,Yes,Yes,Yes,Yes,"Santa Monica is a family-owned, Southern California-based wholesale seafood distributor offering a diverse range of fresh, frozen, and prepared products, including live lobster, fillets, marinated seafood, and ready-to-eat dishes.",https://santamonicaseafood.com,,,5.022469,0.236767,,0.8529032093,2,2,3,1,2,3,0.7739003602,1,86,"Albacore, Albacore Tuna, Anchovies, Anoplopoma Fimbria, Baja Kanpachi, Bank Rockfish, Barramundi, Bigeye Tuna, Black Gill, Bluenose, Bream, Catfish, Chilipepper Rockfish, Cichlidae, Clam, Cobia, Cod, Conch, Corvina, Crab, Crayfish, Dover Sole, Drum, Ehu, Escolar, Green Thresher Shark, Grenadier, Grouper, Halibut, Hamachi, John Dory, King Salmon, Lehi, Lingcod, Lobster, Louvar, Mackerel, Mahi Mahi, Mako Thresher Shark, Meagre, Monchong, Monkfish, Mussel, Onaga, Opah, Opakapaka, Orange Roughy, Oysters, Pacific Rock Fish, Petrale Sole, Plaice, Pompano, Prawn, Red Fish, Rock Crab, Sablefish, Salmon, Sanddabs, Scallops, Sea Urchin ���uni���, Sebastes, Shark, Shrimp, Skate, Smelt, Snapper, Snook, Sole, Spiny Lobster, Spot Prawn, Squid, Suzuki, Swai, Swordfish, Tilapia, Tilefish, Trout, Turbot, Wahoo, White Seabass, Whitefish, Wolfish, Wreckfish, Xiphias Gladius, Yellowfin Tuna, Yellowtail","United States/California (Morro Bay, San Diego)"
SAO MAI GROUP CORPORATION,ID_110,Viet Nam,Processing,Yes,Yes,Yes,Yes,Yes,Yes,No,"IDI International Development & Investment Corp. is a diversified corporation primarily engaged in farming, processing, and exporting frozen aquatic products, notably Frozen Pangasius. The company also maintains interests in real estate, construction, tourism, and various civil, industrial, traffic, and irrigation construction projects.",https://www.idiseafood.com,295.336524362,40.468827554,4.030429329,1.845171911,180.937180815,5.508688881,1,1,1,0,1,0,0.926127421,7,3,"Pangasius Catfish, Pangasius Hypophthalmus","Brazil, China, Egypt, European Union, Mexico, United States, Vietnam"
SAO TA FOODS JOINT STOCK COMPANY,ID_208,Viet Nam,Processing,No,No,Yes,Yes,Yes,No,Yes,"Sao Ta Foods Joint Stock Company is a Vietnam-based company focused on the farming, processing, and distribution of seafood products. It also processes and distributes agricultural products, such as sweet potato and okra, primarily for the Japanese market.",https://www.fimexvn.com,286.060672367,28.33737021,5.254480617,14.569523204,126.44618204,-0.5775251605,2,1,3,0,1,0,0.7752723392,1,5,"Nobashi, Pangasius, Penaeus Monodon, Shrimp","Sóc Trăng Province, Vietnam"
SAPMER,ID_209,France,Fishing,No,Yes,No,Yes,No,No,No,"SAPMER is a major Indian Ocean fishing company operating a fleet of 15 vessels to harvest primarily albacore tuna, bonito, lobster, and toothfish in waters ranging from the Seychelles to the Southern Ocean.",https://www.sapmer.com/,111.148567955,,0.8365063444,-2.860221373,78.718817964,5.079072682,2,2,3,2,2,2,0.6129012291,8,6,"Albacore Tuna, Bonito Tuna, Dissostichus Eleginoides, Jasus Paulensis, Katsuwonus Pelamis, Thunnus Albacares","Asia, Europe, French Southern And Antarctic Lands (Kerguelen And Crozet Islands), French Southern And Antarctic Lands (Saint-Paul And Amsterdam Islands), Indian Ocean, Mauritius, North America, Reunion, Southern Ocean"
SEA HARVEST GROUP LTD,ID_210,South Africa,Integrated,No,Yes,Yes,Yes,Yes,No,No,"The Sea Harvest Group is a fishing, aquaculture, and food business with operations spanning South Africa, Mozambique, Namibia, and Australia.",http://www.seaharvest.co.za,391.601729708,54.965938857,21.063362431,6.197168023,324.848405383,1.763589215,2,3,3,2,2,3,0.3551193852,2,9,"Abalone, Cape Hake, Mussel, Oyster, Pilchard, Prawn, Shellfish, Trout","Australia, South Africa"
SEA VALUE PUBLIC LIMITED COMPANY,ID_211,Thailand,Processing,No,No,Yes,Yes,Yes,Yes,No,"SeaValue Public Limited, founded in 2004, is a holding company for major tuna processors (I.S.A Value Company Limited and Unicord Public Limited Company). It focuses on the production of premium tuna utilizing advanced manufacturing technologies across its facilities.",https://www.seavaluegroup.com,,,,,,,1,2,2,2,2,3,0.6007430122,2,21,"Albacore, Albacore Tuna, Anchovy, Clupeidae, Crab, Mackerel, Pilchard, Salmon, Sardines, Scombridae, Shirasu, Shrimp, Skipjack, Skipjack Tuna, Squid, Tongol, Tuna, Yellowfin, Yellowfin Tuna","Netherlands, France, Thailand"
SEABORN AS,ID_212,Norway,Wholesale/Distribution,No,No,No,No,Yes,No,No,"Seaborn AS, a subsidiary of Bru Eigedom AS, specializes in the wholesale distribution of fresh and frozen salmon and trout sourced from Norwegian fish-farming operations.",http://www.seaborn.no,,,,,,0.4147286066,3,2,3,0,2,2,0.6616088616,2,7,"Atlantic Salmon, Cod, Icelandic Salmon, Oncorhynchus Mykiss, Salmo Salar, Trout, Whitefish","Iceland, Norway"
SEAFARMS GROUP LIMITED,ID_213,Australia,Aquaculture,No,No,Yes,Yes,Yes,Yes,No,"Seafarms Group Limited is an Australian aquaculture company focused on large-scale, sustainable prawn farming for the production and supply of high-quality prawns.",seafarms.com.au,16.640955673,,,-77.649421975,,-0.6078021761,1,1,2,0,2,2,1,1,5,"Banana Prawns, Black Tiger Prawns, Penaeus Merguiensis, Penaeus Monodon","Queensland, Australia"
SEAFOOD JSC NUMBER 4,ID_214,Viet Nam,Processing,No,No,Yes,Yes,Yes,No,No,"Seafood JSC Number 4 is a Vietnamese company specializing in the processing and export of a variety of frozen seafood and related prepared foods, including shrimp, squid, cuttlefish, fish, crabs, and processed items like shrimp balls and spring rolls.",http://www.seafoodno4.com,,,,,,,1,1,2,1,1,1,0.4686014466,2,19,"Basa Fish, Clarias Fish, Climbing Perch Fish, Iridescent Shark Catfish, Mackerel, Mud Carp, Octopodidae, Octopus, Pangasius Pangasius, Prawn, Red Tilapia, Sepia Officinalis, Shellfish, Shrimp, Sillago Fish, Sole Fish, Squid, Swimming Crab","Usa, Japan, Australia, Thailand, Korea, Malaysia, Vietnam"
SEAFRESH GROUP,ID_215,United Kingdom,Aquaculture,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Seafresh Group is a global company involved in the sourcing, production, and distribution of seafood, with operations spanning Europe, Thailand, and America. The group also has a subsidiary specializing in fruits and vegetables.",https://www.seafresh-group.com,,,,,,3.282031462,1,2,3,1,2,3,0.5809901032,3,12,"Black Tiger Shrimp, Crab, Crabs, Patagonian Scallop, Patagonian Scallops, Penaeus, Polychaetes, Prawn, Shellfish, Shrimp, White Crab","Belize, Thailand, United Kingdom"
SEALASKA,ID_216,United States of America,Integrated,No,Yes,Yes,Yes,Yes,Yes,Yes,"Sealaska is an Alaska-based diversified corporation with multiple subsidiaries operating in sectors including food, services, investments, and natural resources.",sealaska.com,,,,,,,2,3,3,2,2,2,0.8365429488,3,19,"Alaskan Coho Salmon, Bullwhip Octopus, Dicentrarchus Labrax, Gadus Morhua, Melanogrammus Aeglefinus, Microstomus Kitt, Oncorhynchus, Pleuronectidae, Sablefish, Salvelinus Alpinus, Sea Bass, Sparus Aurata, Thunnus, Tuna, Wild Alaskan Salmon, Yellowfin Tuna","Iceland, United Kingdom, Usa"
SEALORD GROUP,ID_217,New Zealand,Integrated,No,Yes,Yes,Yes,Yes,No,No,"Sealord Group is a New Zealand-based, vertically integrated seafood company covering the entire value chain, including fishing, aquaculture, processing, and marketing.",sealord.com,,,,,,,2,3,3,2,2,3,0.7527825797,7,14,"Alfonsino, Atlantic Salmon, Cardinal, Jack Mackerel, Ling, Macruronus Novaezelandiae, Ocean Trout, Orange Roughy, Oreo Dory, Salmonidae, Silver Warehou, Southern Blue Whiting, Squid","Campbell Plateau, New Zealand, Chatham Rise, New Zealand, Cook Strait, New Zealand, Indian Ocean, New Zealand, Tasmania, Australia, West Coast Of The South Island, New Zealand"
SEAWEED ENERGY SOLUTIONS,ID_218,Norway,Aquaculture,No,No,Yes,Yes,Yes,No,Yes,"Seaweed Energy Solutions is a Norway-based company specializing in the aquaculture, processing, wholesale, and distribution of seaweed and related species, positioning itself as a leading supplier.",https://seaweedsolutions.com,,,,,,,1,2,3,0,0,3,0.8202680456,3,8,"Alaria Esculenta, Dulse/Dillisk/Dilsk, Oarweed, Saccharina Latissima, Sea Lettuce, Sugar Kelp/European Kombu, Tangle/Cuvie, Winged Kelp/European Wakame/Atlantic Wakame","Europe, Norway, Portugal"
SHANDONG MARINE GROUP,ID_296,China,Integrated,No,Yes,Yes,Yes,No,No,No,"Shandong Marine Group is a large Chinese state‑linked distant‑water fishing conglomerate (via Shandong Zhonglu Oceanic Fisheries) operating tuna longliners, purse‑seiners, trawlers and squid vessels with integrated cold‑storage, transport and processing",https://en.sdmg.cn/,,,,,,,1,2,2,1,1,1,0.6273106288,2,4,"Oplegnathus Punctatus, Plectropomus Leopardus, Pseudocaranx Dentex, Thunnus","Atlantic Ocean, Shandong, China"
SHANDONG ORIENTAL OCEAN TECHNOLOGY CO LTD,ID_219,China,Aquaculture,No,No,Yes,Yes,Yes,No,Yes,"Shandong Oriental Ocean Technology Co., Ltd. is a China-based enterprise focused on marine ranch farming, aquatic product processing for export and deep processing, bonded logistics, and leisure fishing. The company also engages in import and export trade.",http://en.orientalocean.com,45.498352729,,,-12.488268834,725.803644032,3.357567566,1,1,1,0,1,1,0.4539705938,1,10,"Atlantic Salmon, Cod, Conch, Flounder, Kelp, Mackerel, Red Fish, Salmo Salar, Sea Cucumber, Shellfish","Shandong, China"
SHANDONG ZHONGLU OCEANIC FISHERIES,ID_128,China,Fishing,No,Yes,No,No,No,No,No,"Shandong Zhonglu Oceanic Fisheries is a China-based company focused on marine fishing, refrigerated transport, and cold storage processing/trade. Its transportation segment handles aquatic products, meat, poultry, fruits, and vegetables.",https://www.zofco.cn/en/index.html,,,,,,,2,1,2,1,1,1,0.4435982663,4,16,"Albacore, Albacore Tuna, Bigeye Tuna, Black Cod, Bluefin Tuna, Catfish, Crab, Halibut, Octopodidae, Octopus, Prawn, Shrimp, Squid, Thunnus, Yellow Croaker, Yellowfin Tuna","Atlantic Ocean, China, Ghana, Indian Ocean"
SHANGDONG MEIJIA GROUP CO LTD,ID_220,China,Processing,No,No,Yes,Yes,Yes,No,Yes,"Shangdong Meijia is a Chinese food processing and distribution company based in Qingdao, specializing in frozen aquatic products, vegetables, and convenience foods.",http://rzmeijia.com,,,,,,,1,1,1,1,1,1,0.4903066727,5,24,"Anguilla, Artic Sweet Shrimp, Capelin, Cod, Conch, Conger Eel, Gadus, Horese Mackerel, Mackerel, Octopodidae, Octopus, Ommastrephidae, Pandalus Borealis, Pleoticus Muelleri, Red Fish, Red Shrimp, Salmo, Salmon, Scomber, Snow Crab, Squid","Argentina/Southwest Atlantic Ocean, China, North Atlantic Ocean, Usa, Usa, Canada"
SHANGHAI KAICHUANG MARINE INTERNATIONAL CO LTD,ID_221,China,Integrated,No,Yes,No,Yes,Yes,No,No,"Shanghai Kaichuang Marine International Co., Ltd., a subsidiary of Bright Food Group, is a China-based company primarily focused on marine fishing, food processing, and fishery trading. It is also estimated to be the world's largest harvester of tuna.",http://www.skmic.sh.cn,321.263186064,,3.030109224,2.728890402,343.238978528,0.004430573953,1,1,2,1,2,1,0.4090178499,4,32,"Alaska Pollack, Alaska Pollock, Albacore Tuna, Anchovy, Antarctic Krill, Cod, Coho Salmon, Crab, Hake, Halibut, Japanese  Mackerel, Japanese Mackerel, Krill, Lingcod, Mackerel, Mussel, Octopodidae, Octopus, Prawn, Rockfish, Sablefish, Salmon, Sardines, Scallops, Skipjack, Skipjack Tuna, Sockeye Salmon, Squid, White Tuna, Yellowfin Tuna","Bering Sea, Chile, Northern Pacific Ocean, Western & Central Pacific Ocean"
SHENZHEN LIANCHENG OVERSEAS FISHERIES,ID_297,China,Fishing,No,Yes,No,Yes,No,No,No,"Shenzhen Liancheng Overseas Fisheries Co., Ltd. is a privately owned Chinese distant‑water fishing company based in Shenzhen, Guangdong.",http://www.iszlc.com/,,,,,,,2,3,2,2,2,3,1,9,3,"Thunnus Alalunga, Thunnus Albacares, Thunnus Obesus","China, Cook Islands, Federated States Of Micronesia, Japan, Pacific Ocean, Palau, Republic Of The Marshall Islands, Saipan, United States, United States"
SHINYEI KAISHA,ID_222,Japan,Wholesale/Distribution,No,No,No,Yes,Yes,Yes,Yes,"Shinyei Kaisha is a diversified Japanese company, founded in 1887, with wholesale and retail operations across four main segments: Foodstuffs (including fresh, frozen, and marine products, and agricultural ventures), General Merchandise, Apparel and Textiles, and Electronics. It is headquartered in Kobe, Japan.",shinyei.co.jp,265.607353222,24.278332466,4.462242563,26.987362413,127.085883749,5.859174964,1,1,1,1,1,1,0.5522665488,3,44,"Alaska Pollock, Alfonsino, Anoplopoma Fimbria, Black Cod, Capelin, Clam, Coho Salmon, Cutlassfish, Dolphinfish, Dusky Rockfish, Frost Fish, Golden Flounder, Greenland Halibut, Grenadier, Hake, Herring, Illex Argentinus, Jack Mackerel, Mackerel, Mallotus Villosus, Nile Perch, Octopodidae, Octopus, Oyster, Pacific Cod, Pacific Saury, Pike, Red Fish, Red Snapper, Rockfish, Sagoshi, Saithe, Salmon, Shrimp, Silver Salmon, Silver Warehou, Smelt, Spanish Mackerel, Squid, Striped Atka Mackerel, Trout, Yellow Fin, Yellowtail","China, Vietnam, Japan, Nordic Countries, Russia, New Zealand"
SHOWA SANGYO CO LTD,ID_223,Japan,Feed,Yes,No,Yes,Yes,Yes,Yes,No,"Showa Sangyo Co., Ltd. is a Japan-based diversified company operating across multiple segments, including household food products, flour milling, vegetable oil, starches and sweeteners, animal feed, warehousing, and real estate.",showa-sangyo.co.jp,2472.397261087,,1.249056148,6.673512642,,3.946132872,1,1,2,1,1,1,0.7794531416,1,5,"Pagrus Major, Paralichthys Olivaceus, Seriola Quinqueradiata, Tetraodontidae",Japan
SIGMA MARINE TECHNOLOGY,ID_224,Russian Federation,Fishing,No,Yes,No,No,No,No,No,"Sigma Marine Technology is a Russian company engaged in fishing in the Russian Far East, supplying fresh and frozen fish to processors across Asia, Europe, the US, and Africa.",https://sigma-m-tech.ru,,,,,,,2,1,2,2,1,2,0.8347201199,4,21,"Alaska Pollock, Anoplopoma Fimbria, Berryteuthis Magister, Brachyura, Clupea Pallasii, Gadus Chalcogrammus, Gadus Macrocephalus, Greenland Halibut, Hippoglossus Stenolepis, Pacific Cod, Pacific Halibut, Pacific Herring, Pacific Mackerel, Pacific Sardine Iwashi, Pleurogrammus Monopterygius, Ray, Reinhardtius Hippoglossoides, Scomber Japonicus, Sebastes Ciliatus, Squid","Khabarovsk, Okhotsk And Bering Seas, Russia, Korea, Japan, China, Hong Kong, Taiwan, Germany, Usa, France, Nigeria, Singapore, Thailand, Netherlands, Turkey, Ghana, Congo, Togo, Egypt, Côte D'ivoire, Denmark, Argentina, Vladivostok"
SILLA CO LTD,ID_225,Republic of Korea,Fishing,No,Yes,No,No,No,No,No,"The company operates a diversified business with three core segments: Deep-sea fishery, Steel industry operations, and Restaurant services.",http://www.sla.co.kr,363.891493871,36.532497765,1.630165759,6.753603007,1.671038452,-4.801591463,1,2,2,2,1,3,0.6561572474,8,3,"Katsuwonus Pelamis, Thunnus Albacares, Tuna","Atlantic Ocean, Ghana, Indian Ocean, Kiribati, Nauru, Pacific Ocean, South Korea, Western Central Pacific Ocean"
SINKABERG-HANSEN AS,ID_226,Norway,Integrated,No,Yes,Yes,No,No,No,No,"Sinkaberg-Hansen AS is a breeding company that integrates fisheries, hatcheries, slaughterhouse operations, and processing units.",http://www.sinkaberghansen.no,,,,,,1.12429568,2,2,2,0,1,1,0.5840445189,5,3,"Atlantic Salmon, Mollusc, Salmon","Bindal, Bronnoy, Heroy, Maroya, Naeroysund"
SIRENA GROUP,ID_227,Denmark,Wholesale/Distribution,No,No,No,No,Yes,No,No,"Sirena Group is a wholesale distributor of North Atlantic fish and seafood products, recognized as the world's largest exporter of cooked cold-water shrimp.",https://sirenagroup.com/,,,,,,,1,1,1,1,2,2,0.8273664606,14,14,"Chionoecetes Opilio, Chlamys Islandica, Clupea Harengus, Gadus Morhua, Homarus Americanus, Mallotus Villosus, Melanogrammus Aeglefinus, Pandalus Borealis, Placopecten Magellanicus, Pleuronectidae, Pollachius Virens, Reinhardtius Hippoglossoides","Barents Sea, Canada, Eastern Canada, Faroe Islands, Greenland, Iceland, Newfoundland, Canada, North Atlantic Ocean, North Atlantic Ocean (Around Iceland), North Atlantic Ocean (Near Faroe Islands And Iceland), North Sea, North Sea (Around Denmark), North-East Atlantic, Norway"
SKRETTING AS,ID_228,Norway,Feed,Yes,No,No,No,No,No,No,"Skretting AS, a Norway-based subsidiary of Nutreco N.V., manufactures and supplies specialized fish and shrimp feed for over 60 different aquatic species.",http://www.skretting.com,,,,,,0.1792435905,3,3,3,3,3,3,0.7804426949,13,5,"Gadus Morhua, Oncorhynchus Mykiss, Salmo Salar, Salmon, Trout","Australia, Canada, Chile, China, Ecuador, France, Honduras, India, Italy, Norway, Peru, Usa, Vietnam"
SOJITZ,ID_229,Japan,Wholesale/Distribution,No,No,Yes,Yes,Yes,Yes,Yes,"Sojitz Corporation is a diversified Japanese trading company involved in multiple sectors, including a substantial seafood business segment encompassing fishing, processing, wholesale, distribution, and retail operations.",sojitz.com,16698.55127979,5464.507575001,3.499100672,11.239418867,11396.387505369,6.059115964,2,1,2,1,2,2,0.521647497,12,27,"Bluefin Tuna, Canadian Peony Shrimp, Crab, Dried Laver Seaweed, Hokkaido Umami Octopus, Humboldt Squid, Japanese Squid, Mackerel, Octopodidae, Octopus, Puffer Fish, Russian Sweet Shrimp, Salmon, Scallops, Sea Urchin, Shellfish, Shrimp, Shrimps, Squid, Thunnus Thynnus, Trout, Tuna, Wild Oyster, Yellowfin Tuna, Yellowtail","Australia, Canada, Chile, China, Japan, Matsuura City, Nagasaki, Japan, Mexico, Russia, Singapore, Thailand, United Kingdom, Vietnam"
SURAPON FOODS,ID_230,Thailand,Processing,No,No,Yes,Yes,Yes,Yes,Yes,"The Surapon Foods Public Company Limited group is a frozen food manufacturer, specializing in premium frozen shrimp products and ready-to-cook processed chicken items. They also offer a range of seafood including squid, prawns, pangasius, crab, and eel.",surapon.com,158.39472674,,5.401679204,7.266483951,72.363783086,0.2933051628,1,1,2,1,1,1,0.5784414404,1,6,"Crab, Pangasius, Prawn, Shrimp, Squid",Thailand
TASSAL GROUP LIMITED,ID_231,Australia,Integrated,No,Yes,Yes,Yes,Yes,Yes,No,"Tassal Group Limited is an Australian company specializing in the farming, processing, and marketing of Atlantic salmon, tiger prawns, and various other seafood products.",http://www.tassalgroup.com.au,,,,,,-0.1892467919,3,3,3,0,2,2,0.9129500717,4,6,"Atlantic Salmon, Lates Calcarifer, Penaeus Monodon, Prawn, Salmo Salar","New South Wales, Australia, Queensland, Australia, Tasmania, Australia, Western Australia, Australia (Cone Bay)"
TECH-BANK FOOD CO LTD (TIANBANG FOOD CO LTD),ID_232,China,Feed,Yes,No,No,Yes,Yes,Yes,No,"Tech-Bank Food Co., Ltd. is a diversified Chinese agricultural company focusing on the pork and aquatic sectors. Its operations include feed production, pig breeding and farming, pork processing, and the development, manufacturing, and sale of animal vaccines and feed products.",http://www.tianbang.com,1337.339535615,763.877901084,5.498456412,49.508079847,1632.990125826,4.363921045,1,0,1,0,0,0,0.67013589,1,9,"Cod, Croaker, Dragon Fish, Hairtail, Macrobrachium Rosenbergii, Prawn, Shrimp, Silver Pomfret",China
