COMPANY_NAME,CATEGORY,ASSESSMENT_TEXT
UOKI,Stock Sustainability,"Poor. Aside from a general mention of certified products, UOKI provides no evidence of requiring stock assessments for the fisheries it sources from or commitments to avoid overfished stocks. This lack of information and commitment indicates a poor performance."
UOKI,Transparency,"Poor. UOKI provides virtually no public information regarding its seafood sourcing, traceability, certification percentages, or sourcing impacts. The complete lack of disclosure across all sub-categories indicates a poor performance in transparency."
UORIKI,Compliance Enforcement,Poor. Uoriki has not published a specific policy or verification system to address the risks of IUU fishing in its supply chain. There is also no public evidence of the company taking enforcement action against suppliers that may breach sustainability standards.
UORIKI,Fishing Practices,"Poor. There is a complete lack of publicly available information on the fishing methods, bycatch rates, or any associated mitigation measures within the company's supply chain. This absence of disclosure makes it very difficult to assess the impact of its sourcing on marine ecosystems."
UORIKI,Management Governance,"Average. The company has established board-level oversight for sustainability and has identified key risks like climate change, which is a positive governance step. However, this has not yet translated into broad public advocacy or extensive collaboration with conservation groups for fisheries management improvement."
UORIKI,Ocean Health,"Poor. Uoriki has acknowledged climate change as a risk and is taking initial steps on carbon reduction, but it lacks broader, specific, and measurable public targets for ocean health, such as bycatch reduction. Its involvement in regenerative aquaculture is a positive but limited initiative in the context of its entire operation."
UORIKI,Stock Sustainability,"Poor. The company does not provide evidence that it sources from fisheries with regular, scientific stock assessments, nor does it have a clear public commitment to avoid sourcing from overfished stocks. While it is investing in aquaculture to mitigate resource depletion risks, this does not address the sustainability of its wild-caught portfolio."
UORIKI,Transparency,"Poor. The company provides very little public information regarding its seafood sourcing, traceability, or the use of certifications despite listing their seafood products. There are no detailed sourcing lists or regular sustainability reports that would allow stakeholders to assess the environmental and social impact of its products."
VAN DER ZWAN,Compliance Enforcement,"Average. The company has a public policy against IUU fishing and mentions verification systems, which is a positive step. However, there is no publicly available evidence of the company actively enforcing its sourcing policies by taking action against non-compliant partners or vessels."
VAN DER ZWAN,Fishing Practices,"Poor. While the company mentions using selective techniques, it does not publicly disclose detailed information about its fishing gear, nor does it provide quantitative data on bycatch rates or discards. This lack of transparency, combined with NGO accusations of using destructive fishing methods, results in a poor rating."
VAN DER ZWAN,Management Governance,"Average. There is evidence of board-level oversight of sustainability, and the company collaborates with scientific institutions to support fisheries management. However, the lack of integration of sustainability into executive remuneration and the absence of specific details on advocacy efforts prevent a higher rating."
